hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,40,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,F,4,No Deposit,,,0,Transient-Party,27.5,0,0,Check-Out,2017-01-19
Resort Hotel,1,62,2016,March,14,27,2,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,,0,Transient,90.17,0,2,Canceled,2016-01-28
Resort Hotel,1,30,2016,March,12,17,0,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,80.0,0,0,Canceled,2016-02-24
Resort Hotel,0,101,2015,August,33,10,2,5,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,184.0,0,0,Check-Out,2015-08-17
City Hotel,1,167,2016,August,32,6,0,1,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0,0,Canceled,2016-07-19
City Hotel,1,186,2016,July,31,30,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,121.8,0,1,Canceled,2016-06-11
City Hotel,1,51,2016,June,24,5,2,5,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,,216.0,0,Transient,110.0,0,0,Canceled,2016-04-18
Resort Hotel,1,259,2017,June,25,24,2,3,2,0.0,0,BB,CN,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,116.1,0,0,Canceled,2016-10-10
Resort Hotel,1,201,2016,October,44,29,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156.0,,0,Transient,42.29,0,0,Canceled,2016-04-12
Resort Hotel,0,0,2016,January,5,26,0,2,1,0.0,0,BB,PRT,Direct,Direct,1,0,2,A,D,0,No Deposit,127.0,,0,Transient,26.5,0,0,Check-Out,2016-01-28
Resort Hotel,0,117,2016,December,52,21,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147.0,,0,Transient,30.24,0,0,Check-Out,2016-12-28
City Hotel,0,184,2017,June,24,16,1,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,89.1,0,1,Check-Out,2017-06-19
City Hotel,1,295,2016,April,18,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
Resort Hotel,0,37,2016,October,44,25,0,5,2,2.0,0,HB,FRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,178.0,0,0,Check-Out,2016-10-30
Resort Hotel,0,77,2017,July,30,28,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,137.0,0,0,Check-Out,2017-08-04
City Hotel,1,457,2017,August,34,25,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,80.0,0,0,Canceled,2017-07-25
City Hotel,1,153,2017,June,25,21,0,4,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,Non Refund,,348.0,0,Transient,110.0,0,0,Canceled,2017-01-19
City Hotel,0,72,2015,October,44,28,0,3,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2015-10-31
City Hotel,1,156,2016,July,31,26,0,1,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,105.3,0,1,Canceled,2016-07-19
City Hotel,1,189,2017,June,22,2,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,Canceled,2016-11-25
City Hotel,0,222,2017,April,17,29,2,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,3,Check-Out,2017-05-02
City Hotel,1,25,2017,June,26,27,0,2,2,0.0,0,BB,USA,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,140.0,0,0,Canceled,2017-06-26
City Hotel,0,4,2016,July,30,19,0,3,1,0.0,0,BB,BRA,Corporate,Corporate,0,0,0,E,E,0,No Deposit,,278.0,0,Transient-Party,147.0,0,0,Check-Out,2016-07-22
City Hotel,1,7,2015,August,33,12,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,90.0,0,1,Canceled,2015-08-06
City Hotel,1,212,2016,April,18,29,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Contract,106.2,0,2,Canceled,2015-10-23
City Hotel,0,198,2017,July,29,20,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,96.9,0,0,Check-Out,2017-07-23
City Hotel,1,73,2015,December,53,31,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,104.0,,0,Transient,99.0,0,0,Canceled,2015-11-23
City Hotel,1,263,2016,December,53,26,1,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,63.75,0,0,Canceled,2016-04-08
Resort Hotel,1,25,2016,July,29,15,0,2,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,169.0,0,0,Canceled,2016-06-28
Resort Hotel,0,14,2016,December,50,5,1,2,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,84.0,0,0,Check-Out,2016-12-08
City Hotel,1,605,2016,October,43,17,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2016-09-20
Resort Hotel,0,2,2016,April,17,17,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,39.0,0,0,Check-Out,2016-04-18
City Hotel,0,41,2015,August,33,12,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-14
City Hotel,0,61,2015,October,41,4,2,0,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,91.0,0,0,Check-Out,2015-10-06
Resort Hotel,0,61,2016,October,44,24,2,5,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,41.0,0,0,Check-Out,2016-10-31
Resort Hotel,0,1,2016,April,17,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,12.0,0,Transient,42.0,0,0,Check-Out,2016-04-21
City Hotel,0,56,2016,May,20,13,1,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,1,Check-Out,2016-05-16
Resort Hotel,0,57,2016,July,28,8,0,2,2,2.0,0,BB,IND,Direct,Direct,0,0,0,C,C,1,No Deposit,250.0,,0,Transient,190.0,0,0,Check-Out,2016-07-10
Resort Hotel,0,178,2016,April,15,7,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,48.76,0,0,Check-Out,2016-04-14
Resort Hotel,0,171,2016,April,15,4,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,Non Refund,298.0,,0,Transient-Party,85.0,0,0,Check-Out,2016-04-06
Resort Hotel,0,22,2017,February,7,18,2,5,2,1.0,0,BB,SWE,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,,0,Transient,88.0,0,0,Check-Out,2017-02-25
City Hotel,1,49,2016,March,12,17,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,71.1,0,1,Canceled,2016-02-01
Resort Hotel,0,6,2017,August,33,17,0,1,1,0.0,0,BB,PRT,Complementary,Corporate,0,0,0,A,E,0,No Deposit,302.0,,0,Transient,0.0,0,0,Check-Out,2017-08-18
City Hotel,1,134,2017,July,27,7,2,2,2,0.0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,0,Canceled,2017-02-28
Resort Hotel,0,33,2016,November,47,15,0,4,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,26.99,0,1,Check-Out,2016-11-19
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0,0,Canceled,2015-06-26
Resort Hotel,0,3,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Complementary,TA/TO,0,0,0,F,G,0,No Deposit,69.0,,0,Transient,0.0,0,2,Check-Out,2016-05-21
City Hotel,0,12,2017,March,11,14,0,1,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.0,0,1,Check-Out,2017-03-15
City Hotel,0,80,2016,July,31,24,2,0,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,8.0,,0,Transient,94.5,0,1,Check-Out,2016-07-26
City Hotel,0,271,2016,September,39,21,0,3,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,101.33,0,1,Check-Out,2016-09-24
Resort Hotel,1,20,2017,July,31,31,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,205.0,0,2,Canceled,2017-07-19
City Hotel,0,181,2016,May,20,11,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,117.73,0,1,Check-Out,2016-05-15
Resort Hotel,0,82,2017,June,24,12,1,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.0,0,0,Check-Out,2017-06-14
City Hotel,0,128,2016,August,36,28,2,0,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.5,0,0,Check-Out,2016-08-30
Resort Hotel,0,2,2016,November,45,1,0,1,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,55.0,0,2,Check-Out,2016-11-02
City Hotel,1,207,2015,September,40,29,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,20.0,,0,Transient,48.0,0,0,Canceled,2015-07-23
Resort Hotel,0,348,2017,June,23,5,4,10,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,86.7,0,2,Check-Out,2017-06-19
Resort Hotel,0,1,2015,August,35,29,2,2,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient-Party,142.5,0,1,Check-Out,2015-09-02
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
Resort Hotel,0,172,2016,April,17,18,3,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,115.0,,0,Transient,64.8,0,1,Check-Out,2016-04-26
City Hotel,0,55,2016,April,15,6,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,0,Transient-Party,104.0,0,0,Check-Out,2016-04-07
Resort Hotel,0,163,2016,July,29,14,2,7,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Contract,141.05,0,0,Check-Out,2016-07-23
Resort Hotel,1,106,2016,July,30,21,1,3,2,2.0,0,BB,ARG,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,240.0,0,0,Canceled,2016-06-13
Resort Hotel,0,164,2016,August,33,11,4,9,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,240.0,,0,Transient,178.15,1,2,Check-Out,2016-08-24
City Hotel,0,24,2016,September,38,17,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,170.63,0,0,Check-Out,2016-09-18
Resort Hotel,0,0,2015,November,46,14,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,63.0,0,0,Check-Out,2015-11-15
City Hotel,0,346,2016,September,38,13,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-09-15
Resort Hotel,1,320,2017,June,25,20,2,8,2,0.0,0,HB,SWE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,135.9,0,1,Canceled,2016-09-09
City Hotel,0,2,2017,April,17,26,0,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,170.0,0,1,Check-Out,2017-04-27
City Hotel,0,95,2016,May,23,29,2,0,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,65.0,0,1,Check-Out,2016-05-31
Resort Hotel,0,1,2016,January,4,21,2,3,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,63.6,0,0,Check-Out,2016-01-26
City Hotel,0,14,2016,February,8,14,2,5,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.0,1,1,Check-Out,2016-02-21
City Hotel,1,20,2016,January,4,22,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,87.0,0,0,Canceled,2016-01-19
Resort Hotel,0,0,2017,May,19,11,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,250.0,,0,Transient,80.0,0,0,Check-Out,2017-05-12
Resort Hotel,0,201,2016,May,21,16,3,8,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,46.98,0,2,Check-Out,2016-05-27
City Hotel,1,6,2017,March,12,22,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,86.0,,0,Transient,94.4,0,0,Canceled,2017-03-22
City Hotel,0,54,2015,October,44,31,0,1,2,2.0,0,SC,POL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Contract,139.5,0,2,Check-Out,2015-11-01
Resort Hotel,0,381,2015,September,36,1,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Contract,82.88,0,0,Check-Out,2015-09-15
Resort Hotel,0,2,2017,January,4,25,0,1,1,0.0,0,BB,PRT,Corporate,TA/TO,1,0,4,A,D,0,No Deposit,,86.0,0,Transient,35.0,0,0,Check-Out,2017-01-26
City Hotel,1,19,2017,July,28,13,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,193.33,0,0,Canceled,2017-07-03
Resort Hotel,0,24,2015,November,45,3,3,10,2,0.0,0,BB,ITA,Corporate,Corporate,0,0,0,A,A,1,No Deposit,326.0,281.0,0,Transient,48.0,0,0,Check-Out,2015-11-16
Resort Hotel,0,6,2016,April,18,28,0,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,51.0,0,Transient,0.0,0,0,Check-Out,2016-04-28
City Hotel,0,320,2016,August,34,18,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,90.0,0,0,Check-Out,2016-08-20
City Hotel,0,248,2016,December,52,24,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,A,1,No Deposit,9.0,,0,Transient,67.26,0,1,Check-Out,2016-12-29
Resort Hotel,0,219,2017,July,30,24,1,4,2,1.0,0,Undefined,PRT,Direct,Direct,0,0,0,A,A,3,No Deposit,250.0,,0,Transient,249.38,1,0,Check-Out,2017-07-29
City Hotel,0,3,2016,July,28,8,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,,0,Transient,118.15,0,0,Check-Out,2016-07-09
City Hotel,0,67,2016,March,14,29,0,5,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,82.45,0,1,Check-Out,2016-04-03
City Hotel,1,28,2017,March,9,2,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,95.0,0,0,Canceled,2017-02-02
City Hotel,1,61,2015,October,44,26,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,72.24,0,1,Canceled,2015-09-21
City Hotel,0,2,2016,February,7,13,0,1,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,142.0,1,2,Check-Out,2016-02-14
Resort Hotel,0,14,2016,August,35,25,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,,0,Transient,170.43,0,1,Check-Out,2016-08-29
City Hotel,1,230,2016,September,38,12,1,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,,0,Transient,109.65,0,1,Canceled,2016-04-21
City Hotel,1,183,2017,July,30,28,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,1,Canceled,2017-05-29
Resort Hotel,0,30,2015,July,28,10,2,2,2,0.0,0,FB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient-Party,197.0,0,1,Check-Out,2015-07-14
Resort Hotel,0,17,2017,August,34,24,0,2,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,274.0,0,2,Check-Out,2017-08-26
City Hotel,0,19,2017,February,6,7,0,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2017-02-12
City Hotel,1,59,2017,January,4,23,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,326.0,,0,Transient,80.0,0,0,Canceled,2016-11-25
Resort Hotel,1,83,2016,April,17,22,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71.0,,0,Transient,46.0,0,0,Canceled,2016-02-22
City Hotel,1,55,2016,October,43,20,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,2,Canceled,2016-09-04
Resort Hotel,1,240,2015,November,45,6,2,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,,0,Transient,59.4,0,1,Canceled,2015-09-08
City Hotel,0,5,2017,July,31,31,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,2017-08-02
City Hotel,0,44,2017,April,16,20,0,3,2,0.0,0,BB,ITA,Groups,TA/TO,0,0,0,A,A,4,No Deposit,1.0,,0,Transient-Party,125.0,0,1,Check-Out,2017-04-23
City Hotel,0,61,2015,December,53,28,1,3,2,0.0,0,SC,POL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,92.5,0,1,Check-Out,2016-01-01
City Hotel,0,115,2016,February,9,27,2,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,134.0,,0,Transient-Party,76.0,0,0,Check-Out,2016-03-02
City Hotel,1,334,2015,September,38,16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-02
City Hotel,1,186,2017,April,16,22,1,1,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0,Canceled,2016-10-18
City Hotel,0,4,2015,August,33,15,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,,0,Contract,124.0,0,1,Check-Out,2015-08-16
Resort Hotel,0,3,2016,May,20,8,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,79.0,0,1,Check-Out,2016-05-11
City Hotel,0,114,2017,June,25,22,0,3,3,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,5,No Deposit,9.0,,0,Transient,154.0,0,3,Check-Out,2017-06-25
Resort Hotel,0,285,2016,July,27,2,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,73.86,0,0,Check-Out,2016-07-16
City Hotel,0,273,2015,July,29,17,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,87.0,0,0,Check-Out,2015-07-19
Resort Hotel,0,1,2016,October,45,30,1,0,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient-Party,66.0,0,0,Check-Out,2016-10-31
City Hotel,1,103,2015,July,29,18,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2015-07-16
City Hotel,0,10,2016,March,10,5,2,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,2,24,A,A,0,No Deposit,,40.0,0,Transient,66.0,0,1,Check-Out,2016-03-09
Resort Hotel,1,211,2017,July,29,17,3,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,152.5,0,1,Canceled,2017-02-25
City Hotel,0,125,2017,June,25,24,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,126.0,0,0,Check-Out,2017-06-27
City Hotel,1,58,2016,January,5,27,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,87.0,,0,Transient-Party,80.0,0,0,Canceled,2016-01-07
Resort Hotel,0,75,2015,August,34,22,2,1,2,0.0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,36.0,,0,Transient,118.13,0,0,Check-Out,2015-08-25
City Hotel,1,164,2017,August,34,24,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,0,Canceled,2017-03-19
City Hotel,1,162,2017,May,18,6,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,80.0,0,0,Canceled,2016-12-09
Resort Hotel,0,0,2016,July,30,17,1,0,2,1.0,0,BB,PRT,Direct,Direct,1,0,0,D,D,0,No Deposit,,,0,Transient,169.0,0,0,Check-Out,2016-07-18
City Hotel,1,297,2015,August,33,10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01
Resort Hotel,0,6,2016,April,16,14,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,50.0,0,0,Check-Out,2016-04-15
City Hotel,0,31,2015,September,38,15,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,94.5,0,1,Check-Out,2015-09-17
City Hotel,0,10,2016,April,17,22,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,1,1,Check-Out,2016-04-24
Resort Hotel,0,1,2016,January,5,29,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,76.0,0,1,Check-Out,2016-01-31
City Hotel,0,73,2017,March,13,27,1,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,83.16,0,1,Check-Out,2017-03-30
Resort Hotel,0,13,2016,March,12,14,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,3,No Deposit,,,0,Transient,45.0,0,0,Check-Out,2016-03-15
Resort Hotel,0,6,2015,December,53,28,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,270.0,0,Transient,35.0,0,0,Check-Out,2015-12-29
City Hotel,1,379,2015,October,44,31,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-07-23
City Hotel,0,14,2016,November,45,2,0,1,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.0,0,1,Check-Out,2016-11-03
City Hotel,1,113,2015,August,34,22,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,76.5,0,2,Canceled,2015-06-01
Resort Hotel,0,74,2015,August,35,26,2,7,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,134.0,0,0,Check-Out,2015-09-04
City Hotel,0,44,2016,November,45,5,3,6,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83.0,,0,Transient,115.68,0,0,Check-Out,2016-11-14
City Hotel,1,59,2017,March,11,15,0,3,2,0.0,0,HB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,102.56,0,2,Canceled,2017-01-21
City Hotel,0,14,2016,May,22,27,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,73.0,0,0,Check-Out,2016-05-28
City Hotel,0,269,2016,December,53,29,2,3,2,0.0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,12.0,,0,Transient-Party,80.0,0,0,Check-Out,2017-01-03
